timeStamp,CPU_Usage,Memory_Usage
2026-02-05 10:59:17.047242,30.9,86.2
2026-02-05 10:59:18.056230,19.8,86.1
2026-02-05 10:59:19.070419,21.7,86.2
2026-02-05 10:59:20.074052,30.5,85.9
2026-02-05 10:59:21.075564,26.6,85.9
2026-02-05 10:59:22.089617,18.8,86.0
2026-02-05 10:59:23.103521,29.9,86.2
2026-02-05 10:59:24.109568,30.8,86.1
2026-02-05 10:59:25.113792,46.2,86.3
2026-02-05 10:59:26.128069,35.3,86.4
2026-02-05 10:59:27.133599,31.6,86.2
2026-02-05 10:59:28.140222,23.4,86.2
2026-02-05 10:59:29.155707,29.6,86.3
2026-02-05 10:59:30.158864,37.9,86.5
2026-02-05 10:59:31.172352,36.5,86.5
2026-02-05 10:59:32.186398,27.3,86.5
2026-02-05 10:59:33.187245,28.0,86.3
2026-02-05 10:59:34.203280,25.5,86.5
2026-02-05 10:59:35.219764,29.0,86.7
2026-02-05 10:59:36.224822,30.8,86.8
2026-02-05 10:59:37.233325,33.2,86.8
2026-02-05 10:59:38.247921,35.7,86.9
2026-02-05 10:59:39.252229,45.7,86.8
2026-02-05 10:59:40.258807,54.1,87.1
2026-02-05 10:59:41.260981,26.5,86.9
2026-02-05 10:59:42.275458,22.0,86.9
2026-02-05 10:59:43.292399,29.0,87.2
2026-02-05 10:59:44.306506,34.0,87.4
2026-02-05 10:59:45.309238,34.7,87.4
2026-02-05 10:59:46.322598,36.8,87.4
2026-02-05 10:59:47.336166,34.0,87.5
2026-02-05 10:59:48.351132,32.4,87.4
2026-02-05 10:59:49.357678,30.3,87.5
2026-02-05 10:59:50.360845,31.3,87.5
2026-02-05 10:59:51.376913,55.1,87.4
2026-02-05 10:59:52.378988,41.3,87.6
2026-02-05 10:59:53.385798,20.4,87.7
2026-02-05 10:59:54.390433,17.8,87.5
2026-02-05 10:59:55.401180,31.0,87.7
2026-02-05 10:59:56.418318,25.0,87.8
2026-02-05 10:59:57.420744,26.7,87.7
2026-02-05 10:59:58.436630,23.7,87.7
2026-02-05 10:59:59.449227,30.1,88.0
2026-02-05 11:00:00.454544,51.8,89.2
2026-02-05 11:00:01.460528,32.7,88.4
2026-02-05 11:00:02.464260,31.1,88.4
2026-02-05 11:00:03.469303,36.6,88.5
2026-02-05 11:00:04.470512,29.3,88.4
2026-02-05 11:00:05.472035,25.6,88.4
2026-02-05 11:00:06.484381,26.6,89.0
2026-02-05 11:00:07.498807,34.2,88.0
2026-02-05 11:00:08.507728,51.1,86.7
2026-02-05 11:00:09.509647,26.1,85.7
2026-02-05 11:00:10.526904,25.5,85.8
2026-02-05 11:00:11.533210,44.5,86.1
2026-02-05 11:00:12.545613,45.8,86.2
2026-02-05 11:00:13.554439,33.7,86.8
2026-02-05 11:00:14.560095,31.8,86.8
2026-02-05 11:00:15.574967,31.1,86.8
2026-02-05 11:00:16.590824,20.7,86.5
2026-02-05 11:00:17.607093,18.8,86.5
2026-02-05 11:00:18.607893,21.8,86.4
2026-02-05 11:00:19.620124,24.2,86.6
2026-02-05 11:00:20.624462,28.1,86.6
2026-02-05 11:00:21.627923,32.4,86.0
2026-02-05 11:00:22.628843,29.2,85.9
2026-02-05 11:00:23.644316,21.5,86.1
2026-02-05 11:00:24.659741,18.0,85.8
2026-02-05 11:00:25.673058,26.9,85.9
2026-02-05 11:00:26.679072,38.2,86.2
2026-02-05 11:00:27.696635,37.5,86.5
2026-02-05 11:00:28.710155,30.5,86.8
2026-02-05 11:00:29.722516,40.5,87.2
2026-02-05 11:00:30.729387,49.5,87.9
2026-02-05 11:00:31.730824,58.1,87.5
2026-02-05 11:00:32.734572,28.4,87.3
2026-02-05 11:00:33.738202,31.7,87.2
2026-02-05 11:00:34.750297,37.6,87.5
2026-02-05 11:00:35.761513,39.9,87.6
2026-02-05 11:00:36.766475,35.5,87.6
2026-02-05 11:00:37.768061,35.7,87.6
2026-02-05 11:00:38.782878,34.3,87.4
2026-02-05 11:00:39.784761,53.4,87.6
2026-02-05 11:00:40.790539,35.7,87.2
2026-02-05 11:00:41.794404,29.7,87.5
2026-02-05 11:00:42.799042,29.7,87.5
2026-02-05 11:00:43.808671,53.8,87.3
2026-02-05 11:00:44.813873,50.4,87.3
2026-02-05 11:00:45.815637,49.0,87.6
2026-02-05 11:00:46.831254,42.6,87.6
2026-02-05 11:00:47.844268,47.1,87.6
2026-02-05 11:00:48.859569,33.8,87.5
2026-02-05 11:00:49.875872,31.5,87.5
2026-02-05 11:00:50.876898,36.8,87.6
2026-02-05 11:00:51.890955,51.6,87.9
2026-02-05 11:00:52.906931,37.3,87.9
2026-02-05 11:00:53.920177,41.5,88.2
2026-02-05 11:00:54.936048,39.6,87.8
2026-02-05 11:00:55.945219,68.8,87.5
2026-02-05 11:00:56.950587,78.2,89.9
2026-02-05 11:00:57.966747,61.2,90.3
2026-02-05 11:00:58.980174,60.3,91.3
2026-02-05 11:00:59.988628,64.4,91.3
2026-02-05 11:01:00.997740,40.6,91.3
2026-02-05 11:01:02.014421,38.8,91.4
2026-02-05 11:01:03.027175,57.6,91.9
2026-02-05 11:01:04.039103,64.9,92.1
2026-02-05 11:01:05.042929,52.4,90.5
2026-02-05 11:01:06.044943,41.8,90.1
2026-02-05 11:01:07.057709,39.6,90.7
2026-02-05 11:01:08.061198,42.1,89.7
2026-02-05 11:01:09.068697,39.8,89.7
2026-02-05 11:01:10.073518,33.8,89.9
2026-02-05 11:01:11.081409,31.6,89.8
2026-02-05 11:01:12.096755,37.8,89.8
2026-02-05 11:01:13.099994,19.0,89.9
2026-02-05 11:01:14.111080,21.9,89.8
2026-02-05 11:01:15.119870,45.3,90.3
2026-02-05 11:01:16.136458,39.0,90.4
2026-02-05 11:01:17.151632,41.5,90.7
2026-02-05 11:01:18.153454,27.2,90.7
2026-02-05 11:01:19.163604,39.7,90.9
2026-02-05 11:01:20.169751,35.1,91.1
2026-02-05 11:01:21.174324,38.5,91.1
2026-02-05 11:01:22.196735,55.3,93.6
2026-02-05 11:01:23.219814,95.7,93.6
2026-02-05 11:01:24.238392,73.0,92.3
2026-02-05 11:01:25.241585,56.7,91.3
2026-02-05 11:01:26.244460,25.3,91.6
2026-02-05 11:01:27.245955,33.8,92.3
2026-02-05 11:01:28.251756,39.4,93.1
2026-02-05 11:01:29.257804,37.8,93.0
2026-02-05 11:01:30.271234,44.9,89.8
2026-02-05 11:01:31.284853,46.4,89.0
2026-02-05 11:01:32.287258,35.3,87.0
2026-02-05 11:01:33.287861,34.5,86.0
2026-02-05 11:01:34.293333,35.4,85.0
2026-02-05 11:01:35.305981,32.2,84.1
2026-02-05 11:01:36.309862,35.6,85.2
2026-02-05 11:01:37.309996,27.7,85.5
2026-02-05 11:01:38.312695,30.0,86.4
2026-02-05 11:01:39.326512,39.0,87.3
2026-02-05 11:01:40.329423,34.0,88.4
2026-02-05 11:01:41.337080,22.8,87.5
2026-02-05 11:01:42.354754,40.4,87.5
2026-02-05 11:01:43.367171,56.7,87.2
2026-02-05 11:01:44.381026,44.4,86.5
2026-02-05 11:01:45.387411,38.6,83.8
2026-02-05 11:01:46.395304,37.1,83.8
2026-02-05 11:01:47.405149,45.2,84.1
2026-02-05 11:01:48.421127,43.5,84.5
2026-02-05 11:01:49.437309,33.8,84.6
2026-02-05 11:01:50.437904,48.5,84.8
2026-02-05 11:01:51.437934,43.7,85.0
2026-02-05 11:01:52.439736,35.2,85.0
2026-02-05 11:01:53.443998,31.9,85.1
2026-02-05 11:01:54.449160,25.9,85.2
2026-02-05 11:01:55.466402,34.4,85.4
2026-02-05 11:01:56.470096,46.9,85.0
2026-02-05 11:01:57.470577,38.4,84.8
2026-02-05 11:01:58.486036,41.3,85.7
2026-02-05 11:01:59.496168,46.2,85.9
2026-02-05 11:02:00.510640,28.0,85.8
2026-02-05 11:02:01.525352,25.6,85.9
2026-02-05 11:02:02.541145,27.4,85.8
2026-02-05 11:02:03.543221,35.5,86.4
2026-02-05 11:02:04.546947,34.8,86.5
2026-02-05 11:02:05.548802,27.9,86.4
2026-02-05 11:02:06.552469,26.2,86.4
2026-02-05 11:02:07.554306,24.7,86.4
2026-02-05 11:02:08.560343,33.8,87.2
2026-02-05 11:02:09.568307,31.3,87.4
2026-02-05 11:02:10.580263,36.4,88.5
2026-02-05 11:02:11.594951,42.3,86.3
2026-02-05 11:02:12.601796,38.6,86.5
2026-02-05 11:02:13.609797,51.2,87.5
2026-02-05 11:02:14.615161,43.6,87.3
2026-02-05 11:02:15.629969,51.9,87.6
2026-02-05 11:02:16.642147,43.0,88.1
2026-02-05 11:02:17.650441,64.2,88.8
2026-02-05 11:02:18.666732,55.9,90.1
2026-02-05 11:02:19.671624,52.3,90.2
2026-02-05 11:02:20.676961,48.9,90.2
2026-02-05 11:02:21.680957,73.7,89.3
2026-02-05 11:02:22.684511,39.9,89.3
2026-02-05 11:02:23.696718,34.3,90.2
2026-02-05 11:02:24.704909,51.1,88.4
2026-02-05 11:02:25.714807,30.2,88.6
2026-02-05 11:02:26.730609,46.1,88.3
2026-02-05 11:02:27.736558,44.2,88.6
2026-02-05 11:02:28.739073,39.8,89.5
2026-02-05 11:02:29.755429,47.9,89.7
2026-02-05 11:02:30.756069,37.5,89.9
2026-02-05 11:02:31.771528,35.4,90.1
2026-02-05 11:02:32.778327,52.3,91.1
2026-02-05 11:02:33.794002,65.4,91.5
2026-02-05 11:02:34.797170,58.1,91.5
2026-02-05 11:02:35.808604,55.4,91.5
2026-02-05 11:02:36.814549,52.7,91.0
2026-02-05 11:02:37.831030,73.9,91.5
2026-02-05 11:02:38.840509,55.9,91.5
2026-02-05 11:02:39.843003,81.7,92.1
2026-02-05 11:02:40.849724,79.7,91.5
2026-02-05 11:02:41.872377,72.1,90.8
2026-02-05 11:02:42.882041,53.2,89.5
2026-02-05 11:02:43.889253,64.4,88.5
2026-02-05 11:02:44.902488,45.9,88.1
2026-02-05 11:02:45.905798,54.4,88.5
2026-02-05 11:02:46.911700,55.8,88.7
2026-02-05 11:02:47.918036,43.6,88.9
2026-02-05 11:02:48.921261,54.5,89.2
2026-02-05 11:02:49.925481,54.5,89.4
2026-02-05 11:02:50.929833,48.1,89.8
2026-02-05 11:02:51.944558,70.1,90.0
2026-02-05 11:02:52.955276,60.3,91.7
2026-02-05 11:02:53.969778,58.1,91.2
2026-02-05 11:02:54.979070,74.5,91.5
2026-02-05 11:02:55.989261,58.3,91.7
2026-02-05 11:02:56.993354,59.7,91.0
2026-02-05 11:02:58.008542,39.9,89.5
2026-02-05 11:02:59.019970,28.6,88.2
2026-02-05 11:03:00.031286,40.3,88.5
2026-02-05 11:03:01.036192,24.6,88.4
2026-02-05 11:03:02.050544,31.7,88.2
2026-02-05 11:03:03.061199,29.3,88.7
2026-02-05 11:03:04.063180,36.4,88.6
2026-02-05 11:03:05.077426,40.2,88.8
2026-02-05 11:03:06.092802,22.2,88.9
2026-02-05 11:03:07.106597,24.8,89.0
2026-02-05 11:03:08.123232,23.8,89.2
2026-02-05 11:03:09.138246,20.2,89.3
2026-02-05 11:03:10.141660,26.2,89.5
2026-02-05 11:03:11.153363,30.6,89.6
2026-02-05 11:03:12.168127,31.8,89.7
2026-02-05 11:03:13.180827,37.8,90.6
2026-02-05 11:03:14.194548,36.8,90.6
2026-02-05 11:03:15.203658,27.9,90.8
2026-02-05 11:03:16.220282,42.5,90.8
2026-02-05 11:03:17.235631,29.7,90.6
2026-02-05 11:03:18.262409,75.5,91.1
2026-02-05 11:03:19.284896,54.2,90.5
2026-02-05 11:03:20.297517,39.5,89.6
2026-02-05 11:03:21.306656,39.4,88.9
2026-02-05 11:03:22.318902,22.1,87.2
2026-02-05 11:03:23.330070,23.4,87.4
2026-02-05 11:03:24.331935,33.8,87.5
2026-02-05 11:03:25.334997,33.3,87.6
2026-02-05 11:03:26.351611,42.5,88.6
2026-02-05 11:03:27.367378,57.0,87.3
2026-02-05 11:03:28.380428,32.8,87.3
2026-02-05 11:03:29.390643,62.5,87.3
2026-02-05 11:03:30.399186,42.7,87.6
2026-02-05 11:03:31.413565,31.3,88.0
2026-02-05 11:03:32.418403,32.7,88.1
2026-02-05 11:03:33.433459,41.2,88.7
2026-02-05 11:03:34.445385,63.5,89.6
2026-02-05 11:03:35.459968,57.1,89.9
2026-02-05 11:03:36.478343,77.2,90.7
2026-02-05 11:03:37.489645,61.9,91.2
2026-02-05 11:03:38.506817,71.9,91.2
2026-02-05 11:03:39.527418,56.1,91.3
2026-02-05 11:03:40.538593,42.8,91.3
2026-02-05 11:03:41.553603,36.8,91.0
2026-02-05 11:03:42.565536,27.6,91.2
2026-02-05 11:03:43.571839,52.1,91.8
2026-02-05 11:03:44.584936,30.3,92.0
2026-02-05 11:03:45.592973,60.3,92.4
2026-02-05 11:03:46.606645,40.5,92.4
2026-02-05 11:03:47.607079,51.9,91.9
2026-02-05 11:03:48.609485,56.0,92.0
2026-02-05 11:03:49.625096,56.2,92.0
2026-02-05 11:03:50.638286,55.6,92.2
2026-02-05 11:03:51.647759,40.1,91.9
2026-02-05 11:03:52.655719,43.8,92.0
2026-02-05 11:03:53.668043,42.9,92.2
2026-02-05 11:03:54.679570,44.9,92.1
2026-02-05 11:03:55.693195,44.8,92.3
2026-02-05 11:03:56.704980,40.4,91.6
2026-02-05 11:03:57.718598,45.5,91.5
2026-02-05 11:03:58.730640,44.4,92.4
2026-02-05 11:03:59.740599,29.8,92.6
2026-02-05 11:04:00.752465,38.1,92.9
2026-02-05 11:04:01.755152,32.3,92.9
2026-02-05 11:04:02.770978,39.2,92.4
2026-02-05 11:04:03.774195,42.8,91.0
2026-02-05 11:04:04.782400,42.0,89.4
2026-02-05 11:04:05.795710,46.0,87.7
2026-02-05 11:04:06.807748,30.0,87.9
2026-02-05 11:04:07.816828,30.2,88.4
2026-02-05 11:04:08.831519,27.4,88.4
2026-02-05 11:04:09.843882,41.9,88.7
2026-02-05 11:04:10.852141,41.9,88.0
2026-02-05 11:04:11.860551,39.8,87.8
2026-02-05 11:04:12.875521,44.1,88.1
2026-02-05 11:04:13.886035,47.2,87.5
2026-02-05 11:04:14.904193,38.7,87.6
2026-02-05 11:04:15.917098,45.2,87.3
2026-02-05 11:04:16.932497,33.5,87.4
2026-02-05 11:04:17.943413,45.9,88.3
2026-02-05 11:04:18.953674,56.2,88.9
2026-02-05 11:04:19.971826,67.8,90.1
2026-02-05 11:04:20.975018,56.8,90.6
2026-02-05 11:04:21.977661,44.1,90.1
2026-02-05 11:04:22.989965,44.2,90.6
2026-02-05 11:04:23.992880,38.4,90.5
2026-02-05 11:04:25.001882,32.6,90.6
2026-02-05 11:04:26.015518,39.8,90.7
2026-02-05 11:04:27.025419,40.1,90.3
2026-02-05 11:04:28.031005,44.5,90.8
2026-02-05 11:04:29.043021,45.2,91.8
2026-02-05 11:04:30.049508,52.2,92.6
2026-02-05 11:04:31.056152,48.8,93.7
2026-02-05 11:04:32.068406,42.4,92.8
2026-02-05 11:04:33.083090,44.5,90.0
2026-02-05 11:04:34.094561,31.2,87.4
2026-02-05 11:04:35.103611,39.5,87.2
2026-02-05 11:04:36.109842,34.5,87.5
2026-02-05 11:04:37.124015,28.1,87.5
2026-02-05 11:04:38.125678,54.0,87.9
2026-02-05 11:04:39.131987,34.7,88.1
2026-02-05 11:04:40.147191,29.9,88.1
2026-02-05 11:04:41.163578,34.0,88.1
2026-02-05 11:04:42.176386,37.3,87.9
2026-02-05 11:04:43.188100,55.3,88.3
2026-02-05 11:04:44.198887,38.4,88.3
2026-02-05 11:04:45.209320,33.0,88.4
2026-02-05 11:04:46.211285,28.7,88.1
2026-02-05 11:04:47.221904,34.4,88.3
2026-02-05 11:04:48.237728,33.0,88.1
2026-02-05 11:04:49.248363,42.2,88.2
2026-02-05 11:04:50.262019,46.0,88.3
2026-02-05 11:04:51.273864,37.2,88.3
2026-02-05 11:04:52.289203,31.5,82.0
2026-02-05 11:04:53.304688,30.9,82.2
2026-02-05 11:04:54.318773,33.7,82.3
2026-02-05 11:04:55.335123,27.4,82.2
2026-02-05 11:04:56.345133,33.3,82.2
2026-02-05 11:04:57.348337,66.1,81.8
2026-02-05 11:04:58.363231,26.5,81.5
2026-02-05 11:04:59.374523,54.3,82.0
2026-02-05 11:05:00.383954,47.2,82.0
2026-02-05 11:05:01.392148,39.9,82.0
2026-02-05 11:05:02.410578,55.5,82.0
2026-02-05 11:05:03.418733,49.3,82.1
2026-02-05 11:05:04.430217,29.6,82.1
2026-02-05 11:05:05.444542,35.5,82.1
2026-02-05 11:05:06.456736,31.5,82.2
2026-02-05 11:05:07.458583,41.1,82.1
2026-02-05 11:05:08.468849,55.1,82.1
2026-02-05 11:05:09.479123,54.6,80.4
2026-02-05 11:05:10.491316,48.8,79.4
2026-02-05 11:05:11.501386,72.9,79.3
2026-02-05 11:05:12.513796,78.3,80.4
2026-02-05 11:05:13.527394,66.5,80.2
2026-02-05 11:05:14.533990,47.9,80.1
2026-02-05 11:05:15.535007,52.7,80.2
2026-02-05 11:05:16.539808,38.2,80.3
2026-02-05 11:05:17.557251,44.7,80.8
2026-02-05 11:05:18.559757,52.0,81.3
2026-02-05 11:05:19.562308,57.1,80.5
2026-02-05 11:05:20.575749,67.5,80.5
2026-02-05 11:05:21.579553,60.1,80.5
2026-02-05 11:05:22.585763,71.1,80.7
2026-02-05 11:05:23.595866,42.5,80.7
2026-02-05 11:05:24.605462,59.3,80.7
2026-02-05 11:05:25.620944,55.9,80.6
2026-02-05 11:05:26.636844,46.0,80.2
2026-02-05 11:05:27.653125,45.9,80.5
2026-02-05 11:05:28.664540,61.2,81.5
2026-02-05 11:05:29.677706,52.7,81.6
2026-02-05 11:05:30.678426,49.9,82.0
2026-02-05 11:05:31.691189,53.3,82.2
2026-02-05 11:05:32.701559,78.3,81.1
2026-02-05 11:05:33.718087,59.8,81.5
2026-02-05 11:05:34.725929,75.0,82.5
2026-02-05 11:05:35.736726,61.2,83.0
2026-02-05 11:05:36.746108,59.3,84.3
2026-02-05 11:05:37.754010,32.2,84.4
2026-02-05 11:05:38.768958,30.3,84.8
2026-02-05 11:05:39.777385,36.4,85.1
2026-02-05 11:05:40.787352,33.7,85.5
2026-02-05 11:05:41.792502,51.5,83.3
2026-02-05 11:05:42.800190,49.2,83.5
2026-02-05 11:05:43.814983,57.4,84.0
2026-02-05 11:05:44.829978,53.7,83.9
2026-02-05 11:05:45.834013,47.2,84.2
2026-02-05 11:05:46.841617,47.5,84.6
2026-02-05 11:05:47.846031,36.7,84.9
2026-02-05 11:05:48.851281,60.6,85.1
2026-02-05 11:05:49.861474,59.1,83.6
2026-02-05 11:05:50.877205,43.8,83.9
2026-02-05 11:05:51.885134,40.1,83.8
2026-02-05 11:05:52.891537,44.6,83.9
2026-02-05 11:05:53.899522,38.3,84.0
2026-02-05 11:05:54.905441,44.2,84.0
2026-02-05 11:05:55.910959,36.1,83.8
2026-02-05 11:05:56.916183,48.7,83.7
2026-02-05 11:05:57.919785,37.9,83.8
2026-02-05 11:05:58.928034,48.7,84.9
2026-02-05 11:05:59.943328,68.2,86.1
2026-02-05 11:06:00.947482,51.6,86.2
2026-02-05 11:06:01.962558,46.4,86.2
2026-02-05 11:06:02.969427,46.0,86.0
2026-02-05 11:06:03.981743,54.4,86.4
2026-02-05 11:06:04.987230,36.0,86.0
2026-02-05 11:06:05.992175,40.0,86.2
2026-02-05 11:06:06.994764,36.0,85.9
2026-02-05 11:06:07.997706,66.1,86.5
2026-02-05 11:06:09.008897,64.7,86.7
2026-02-05 11:06:10.015883,40.7,86.9
2026-02-05 11:06:11.025246,43.2,86.8
2026-02-05 11:06:12.037867,29.2,86.8
2026-02-05 11:06:13.041038,32.7,86.7
2026-02-05 11:06:14.090112,76.8,86.5
2026-02-05 11:06:16.104807,94.0,87.8
2026-02-05 11:06:17.337261,100.0,87.4
2026-02-05 11:06:18.426487,100.0,87.2
2026-02-05 11:06:19.448265,80.6,88.3
2026-02-05 11:06:20.464987,55.2,88.9
2026-02-05 11:06:21.477912,36.1,87.9
2026-02-05 11:06:22.491302,34.5,88.7
2026-02-05 11:06:23.497738,39.4,90.0
2026-02-05 11:06:24.502416,46.0,88.5
2026-02-05 11:06:25.513679,60.2,88.5
2026-02-05 11:06:26.523656,62.0,88.3
2026-02-05 11:06:27.542430,64.9,86.8
2026-02-05 11:06:28.548253,51.6,87.5
2026-02-05 11:06:29.553011,44.9,88.4
2026-02-05 11:06:30.564992,47.9,86.5
2026-02-05 11:06:31.569900,39.5,86.8
2026-02-05 11:06:32.581291,43.9,87.5
2026-02-05 11:06:33.590769,58.8,88.9
2026-02-05 11:06:34.596479,61.7,91.4
2026-02-05 11:06:35.601485,54.7,91.9
2026-02-05 11:06:36.607383,59.2,91.5
2026-02-05 11:06:37.612506,49.4,90.3
2026-02-05 11:06:38.617091,40.3,90.4
2026-02-05 11:06:39.624481,35.7,90.4
2026-02-05 11:06:40.633356,34.8,90.4
2026-02-05 11:06:41.641636,45.1,90.7
2026-02-05 11:06:42.647745,39.4,90.7
2026-02-05 11:06:43.656034,35.3,90.7
2026-02-05 11:06:44.674118,39.0,90.8
2026-02-05 11:06:45.678851,34.8,90.9
2026-02-05 11:06:46.687366,50.8,91.2
2026-02-05 11:06:47.691924,40.7,91.5
2026-02-05 11:06:48.704141,33.9,91.5
2026-02-05 11:06:49.715346,56.9,91.8
2026-02-05 11:06:50.725243,46.0,91.8
2026-02-05 11:06:51.730274,53.3,92.2
2026-02-05 11:06:52.733945,76.7,95.4
2026-02-05 11:06:53.776567,89.2,94.9
2026-02-05 11:06:54.793813,78.0,93.5
2026-02-05 11:06:55.799244,64.0,91.6
2026-02-05 11:06:56.802000,59.7,91.3
2026-02-05 11:06:57.809467,66.5,91.6
2026-02-05 11:06:58.821218,73.0,92.6
2026-02-05 11:06:59.827780,63.9,88.2
2026-02-05 11:07:00.840279,62.9,89.0
2026-02-05 11:07:01.852289,48.3,89.0
2026-02-05 11:07:02.857937,57.1,89.1
2026-02-05 11:07:03.866131,51.6,88.5
2026-02-05 11:07:04.869979,70.4,88.3
2026-02-05 11:07:05.878893,57.2,88.0
2026-02-05 11:07:06.886932,68.5,86.7
2026-02-05 11:07:07.895134,49.9,85.0
2026-02-05 11:07:08.898047,52.8,85.2
2026-02-05 11:07:09.907673,57.6,85.3
2026-02-05 11:07:10.916234,56.6,85.7
2026-02-05 11:07:11.920489,58.0,85.9
2026-02-05 11:07:12.928034,43.9,85.7
2026-02-05 11:07:13.934396,59.2,86.3
2026-02-05 11:07:14.945789,48.1,86.6
2026-02-05 11:07:15.950634,59.3,87.6
2026-02-05 11:07:16.963051,54.1,88.3
2026-02-05 11:07:17.968220,56.5,88.3
2026-02-05 11:07:18.974055,48.7,88.7
2026-02-05 11:07:19.981043,63.0,89.2
2026-02-05 11:07:20.991021,50.1,89.3
2026-02-05 11:07:21.997750,51.3,89.3
2026-02-05 11:07:23.001383,56.8,89.6
2026-02-05 11:07:24.020593,54.9,90.0
2026-02-05 11:07:25.026915,63.1,90.2
2026-02-05 11:07:26.044185,82.6,90.8
2026-02-05 11:07:27.056043,84.3,90.0
2026-02-05 11:07:28.069034,89.6,88.0
2026-02-05 11:07:29.084697,84.7,89.4
2026-02-05 11:07:30.091632,75.6,88.8
2026-02-05 11:07:31.108201,80.0,90.8
2026-02-05 11:07:32.114355,61.2,91.2
2026-02-05 11:07:33.122406,60.2,91.0
2026-02-05 11:07:34.140068,62.5,90.9
2026-02-05 11:07:35.153230,78.0,91.2
2026-02-05 11:07:36.161669,64.2,90.7
2026-02-05 11:07:37.166418,84.8,91.2
2026-02-05 11:07:38.181826,67.8,93.0
2026-02-05 11:07:39.183952,70.2,92.5
2026-02-05 11:07:40.194182,66.0,92.5
2026-02-05 11:07:41.201069,70.2,92.0
2026-02-05 11:07:42.220317,92.5,93.7
2026-02-05 11:07:43.227627,88.3,94.5
2026-02-05 11:07:44.262580,99.0,93.5
2026-02-05 11:07:45.278052,96.1,93.9
2026-02-05 11:07:46.292743,84.6,92.6
2026-02-05 11:07:47.312927,92.2,92.1
2026-02-05 11:07:48.327998,70.4,92.6
2026-02-05 11:07:49.333223,69.6,93.5
2026-02-05 11:07:50.341426,64.5,92.4
2026-02-05 11:07:51.343144,59.7,92.1
2026-02-05 11:07:52.352089,57.1,91.4
2026-02-05 11:07:53.363749,57.5,91.4
2026-02-05 11:07:54.370296,61.3,91.1
2026-02-05 11:07:55.378658,50.8,88.1
2026-02-05 11:07:56.394054,54.2,87.5
2026-02-05 11:07:57.403975,60.4,87.0
2026-02-05 11:07:58.412689,57.8,83.7
2026-02-05 11:07:59.418973,55.8,85.3
2026-02-05 11:08:00.429203,49.2,85.7
2026-02-05 11:08:01.433894,55.4,87.5
2026-02-05 11:08:02.445550,59.8,88.5
2026-02-05 11:08:03.453871,65.1,88.7
2026-02-05 11:08:04.460860,50.5,87.9
2026-02-05 11:08:05.475628,58.4,86.4
2026-02-05 11:08:06.483045,52.0,85.2
2026-02-05 11:08:07.485591,52.6,85.4
2026-02-05 11:08:08.496150,59.6,86.0
2026-02-05 11:08:09.507196,44.3,86.2
2026-02-05 11:08:10.513239,47.0,86.4
2026-02-05 11:08:11.522187,45.4,86.8
2026-02-05 11:08:12.532500,50.8,86.8
2026-02-05 11:08:13.541535,52.0,87.1
2026-02-05 11:08:14.553961,46.2,86.6
2026-02-05 11:08:15.561999,44.1,85.7
2026-02-05 11:08:16.569025,40.3,85.8
2026-02-05 11:08:17.575130,46.3,86.0
2026-02-05 11:08:18.587523,36.2,85.9
2026-02-05 11:08:19.595123,40.5,86.4
2026-02-05 11:08:20.601756,39.7,86.3
2026-02-05 11:08:21.613724,37.1,86.7
2026-02-05 11:08:22.625402,42.4,86.7
2026-02-05 11:08:23.638662,47.7,86.7
2026-02-05 11:08:24.645438,31.1,86.6
2026-02-05 11:08:25.653458,38.0,86.6
2026-02-05 11:08:26.665164,35.3,86.0
2026-02-05 11:08:27.675647,36.4,86.2
2026-02-05 11:08:28.682275,46.6,87.5
2026-02-05 11:08:29.694360,39.6,88.2
2026-02-05 11:08:30.701949,45.6,88.6
2026-02-05 11:08:31.709209,43.9,88.5
2026-02-05 11:08:32.720861,44.6,88.1
2026-02-05 11:08:33.731142,41.3,86.1
2026-02-05 11:08:34.742722,35.8,86.1
2026-02-05 11:08:35.748772,39.5,86.3
2026-02-05 11:08:36.756832,44.6,87.2
2026-02-05 11:08:37.758889,44.4,88.1
2026-02-05 11:08:38.775672,43.8,89.0
2026-02-05 11:08:39.788151,51.3,89.7
2026-02-05 11:08:40.794855,45.1,89.5
2026-02-05 11:08:41.802513,41.6,88.8
2026-02-05 11:08:42.812129,40.0,89.3
2026-02-05 11:08:43.821804,39.1,89.4
2026-02-05 11:08:44.833351,35.0,89.7
2026-02-05 11:08:45.845403,40.3,89.7
2026-02-05 11:08:46.849081,42.2,89.7
2026-02-05 11:08:47.851469,39.6,89.7
2026-02-05 11:08:48.860887,44.3,89.7
2026-02-05 11:08:49.861188,44.4,89.7
2026-02-05 11:08:50.873235,48.8,90.0
2026-02-05 11:08:51.878992,32.3,89.9
2026-02-05 11:08:52.892017,48.7,90.0
2026-02-05 11:08:53.899314,41.1,90.1
2026-02-05 11:08:54.913831,39.9,90.0
2026-02-05 11:08:55.922801,44.9,90.2
2026-02-05 11:08:56.927047,39.7,89.6
2026-02-05 11:08:57.935253,45.3,89.5
2026-02-05 11:08:58.941489,40.1,90.7
2026-02-05 11:08:59.949217,47.6,90.3
2026-02-05 11:09:00.950235,47.4,90.7
2026-02-05 11:09:01.958171,36.1,90.6
2026-02-05 11:09:02.963117,43.4,90.4
2026-02-05 11:09:03.968408,50.3,89.2
2026-02-05 11:09:04.978917,50.6,88.2
